Area,AspectRatio,Diameter,MeanGrey,StageX,StageY,O,Mgx,Alx,Si,S,Cax,Ti,Mn,Fe,Mg,Al,Ca
0.230126,1.259338,0.5412998,113.3,0.51046,0.103587,15.10909,2.99932,12.93189,0.3266783,0.1538139,0,0.156931,5.486176,62.8361,0.204295433,0.795704567,0
0.09205039,1.581131,0.3423481,135.5,0.50557,0.091162,18.28444,1.097206,15.15796,0.1781098,0.08013374,0.03034374,0,6.304493,58.86731,0.07409308,0.924664589,0.00124233
0.9435165,1.151751,1.096049,82.31707,0.53415,0.062255,29.14477,0.9455152,20.33325,0.3544402,0.2966507,10.64573,0,3.841015,34.43862,0.036693612,0.712824711,0.250481676
1.86402,1.118034,1.540566,79.14815,0.69921,0.117292,25.81329,0.6913912,19.26158,0.07574243,0.2807187,9.267924,0.6898308,7.57232,36.3472,0.029159973,0.733853156,0.236986872
0.1380756,1.789508,0.419289,133.6667,0.90473,0.106069,10.34693,2.800331,7.02864,0.3086427,0,0,0.3121914,8.383099,70.82017,0.306059718,0.693940282,0
0.230126,1.413518,0.5412998,121.5,0.83451,0.059248,8.79634,2.714573,6.266831,0.3804939,0,0.01281856,0.251387,9.881808,71.69575,0.323801043,0.675271926,0.000927032
0.6443527,1.118032,0.9057679,81.46429,0.93541,0.013138,20.83408,1.466504,17.05749,0.2742369,0.5971129,6.598523,0.03394073,8.177551,44.96057,0.070248605,0.738114224,0.191637171
0.2761512,1.118034,0.5929642,87.58334,1.10837,0.125495,11.32297,0.6440894,8.356092,0.3954428,0.117622,3.868504,0.1372768,5.836689,69.32131,0.061120912,0.716309776,0.222569312
0.2761512,1.118031,0.5929642,89,1.28539,0.067631,16.68154,5.605217,11.07958,0,0.4548979,0,0,6.358918,59.81985,0.358988725,0.641011275,0
0.115063,1.793954,0.3827568,113,1.31957,0.03355,21.56341,6.268152,15.22283,0.4418084,0.01720921,0,0.5688581,9.710241,46.20749,0.313100286,0.686899714,0
2.186197,1.109675,1.668398,76.48421,1.43009,0.061745,32.20079,1.846735,23.74848,0.3143861,1.267568,10.24813,0,5.877133,24.49678,0.062573325,0.726899657,0.210527018
0.09205039,1.573368,0.3423481,129,1.47944,0.023675,7.73143,2.164564,5.888424,0.1637736,0.3780291,0,0.002321051,6.533366,77.13809,0.289231474,0.710768526,0
0.2991638,1.346237,0.6171767,96.30769,1.57795,0.042803,16.64255,4.946187,11.24829,0.005602899,0.3861546,0.02837104,0.6853567,9.576417,56.48106,0.327031813,0.671830891,0.001137295
0.09205039,1.573408,0.3423481,130,1.55494,0.008283,9.181743,2.747991,6.074536,0,0.2311511,0,0.005779595,8.784997,72.97381,0.333680448,0.666319552,0
0.115063,1.116665,0.3827568,113.8,1.78797,0.120159,11.19882,3.577277,6.709337,0,0.1691582,0,0.03054557,4.484798,73.83006,0.371158905,0.628841095,0
3.497915,1.204036,2.110375,79.27631,1.83187,0.08787,30.7006,0.614012,20.76117,0,0.4241158,12.9556,0,5.048998,29.49549,0.022554614,0.68891296,0.288532426
0.8054409,1.423978,1.012679,85.28571,1.85182,0.060808,18.65471,1.356414,11.7156,0.2206892,1.286475,6.576894,0,0.585703,59.60352,0.085163693,0.66447822,0.250358087
0.2761512,1.118033,0.5929642,110.5,1.84421,0.053246,16.32679,0.7823244,13.10663,0,0,0.5703416,0,7.139474,62.07444,0.060327607,0.913007316,0.026665077
0.09205039,1.414207,0.3423481,126.75,1.75393,0.04714,13.67582,3.632328,8.945298,0.01733405,0.1379793,0.2476289,0,5.850029,67.49358,0.306185562,0.681158932,0.012655507
0.1610882,1.201853,0.4528839,108.8571,1.70239,0.009366,14.0858,4.734662,9.710183,0.1117507,0.6318733,0.2901457,0,5.451332,64.98425,0.346044715,0.641098335,0.01285695
2.347285,1.178579,1.728773,78.4902,1.9855,0.123523,29.74977,0.6027122,20.75847,0.2585797,0.683812,11.86092,0.3464752,0.4781822,35.26108,0.022704519,0.706401563,0.270893918
0.115063,1.116642,0.3827568,116.8,1.9512,0.118769,10.87306,3.725721,7.706793,0.155925,0,0.01374178,0.03072977,6.107535,71.3865,0.348330037,0.650891026,0.000778937
3.175739,1.109397,2.010839,80.26087,1.87527,0.091079,25.13359,0.7647711,17.85935,0.3322303,1.038472,11.21085,0,8.936246,34.72448,0.032275719,0.680869849,0.286854431
0.5523024,1.612415,0.838578,97.16666,1.85545,0.059281,15.15586,1.079208,8.635206,0,1.103748,5.995964,0,6.532493,61.49752,0.086232733,0.623295068,0.290472199
0.09205039,1.414207,0.3423481,114.5,1.98507,0.028863,10.40405,2.747313,7.205919,0.1539002,0.4081005,0,0,9.332019,69.7487,0.296790262,0.703209738,0
0.2071134,1.490713,0.5135221,104.7778,2.14083,0.119729,11.65108,3.378841,7.821652,0.1620346,0.5941887,0,0,9.70311,66.68909,0.323504429,0.676495571,0
0.1841008,1.414144,0.4841533,108.875,2.26549,0.00407,14.86549,3.386135,10.10533,0.3221766,0.1694462,0.01461244,0.1744906,7.301549,63.66077,0.270380301,0.728912288,0.000707411
0.115063,1.116651,0.3827568,136,2.43508,0.001751,7.048449,0.2893052,5.765,0.02988506,0,0.05647313,0.1499844,9.488387,77.17252,0.052302987,0.941507012,0.00619
0.115063,1.116648,0.3827568,135.2,2.53007,0.112213,10.00454,1.505612,7.886612,0,0.242304,0,0,6.851689,73.50925,0.174463599,0.825536401,0
0.4372393,1.176768,0.7461303,93.26316,2.62524,0.078255,16.31264,1.59451,11.07946,0.1852509,0.2477151,2.700296,0.498885,3.572394,63.80884,0.12042901,0.75592108,0.12364991
0.1610882,1.201848,0.4528839,105.2857,2.51721,0.073719,12.52729,3.529737,9.071181,0.03261964,0.04525644,0,0,9.835803,64.95811,0.301065504,0.698934496,0
0.3221764,1.342908,0.6404746,109.5,2.71774,0.065847,12.53354,4.24797,9.372812,0.4091811,0,0.3928122,0,8.482819,64.56087,0.327952174,0.6536616,0.018386226
2.140172,1.21644,1.650743,79.91398,2.65234,0.008697,27.8793,0.9186496,20.48822,0.3332144,0.6272212,11.80224,0.2426583,8.750404,28.95809,0.034558896,0.69625479,0.269186314
0.4142268,2.186358,0.7262299,105.3889,2.64822,0.001731,12.23577,4.339297,8.175017,0.1299459,0.317247,0.343273,0.4700708,9.565312,64.42406,0.363660164,0.618897905,0.017441931
1.357743,1.921574,1.314813,85.40678,2.83213,0.11982,26.43923,1.030261,14.08462,0.2625621,0.4410488,10.49658,0.3864385,0,46.85926,0.051212212,0.632448846,0.316338942
1.288705,1.628821,1.280949,89.07143,2.91737,0.062227,19.9526,0.7519036,15.12587,0,0.8291299,8.321667,0,9.233403,45.78543,0.038636202,0.702112368,0.25925143
0.1841008,1.369854,0.4841533,123.375,2.86061,0.003534,15.8985,0.9710612,11.77735,0.4637327,1.205586,4.782774,0.1027129,5.727392,59.0709,0.066924434,0.733229077,0.19984649
2.370298,1.486572,1.737227,80.92233,0.08519,0.189183,25.46154,0.8000432,16.88258,0,0.4976981,11.85465,0.7618673,9.776382,33.96524,0.034427971,0.656282455,0.309289574
1.933058,1.590842,1.568836,85.67857,0.18971,0.238633,26.04362,1.215351,16.44024,0.1642848,0.4772739,11.78353,0.3682402,2.135113,41.37234,0.052361494,0.639841576,0.307796929
0.115063,1.116665,0.3827568,94.4,0.43919,0.269453,13.59976,3.765335,9.270054,0,0.1229353,0.1137344,0.2760311,7.208175,65.64398,0.308422813,0.685928945,0.005648242
0.09205039,1.581131,0.3423481,122,0.30399,0.257715,10.1981,3.16135,6.308722,0,0.01819259,0.1418087,0.221035,3.794304,76.15649,0.353370186,0.637019474,0.00961034
0.09205039,1.414215,0.3423481,123,0.45352,0.240892,11.2234,3.106346,6.525868,0.103178,0.4590133,0.3713315,0,2.661051,75.54981,0.336673078,0.638926411,0.024400511
0.2991638,1.249992,0.6171767,107.8462,0.41637,0.145126,14.89091,4.409895,10.9117,0,0,0.2543851,0.537995,9.174116,59.821,0.305793298,0.683511969,0.010694733
0.3221764,1.25,0.6404746,94.14286,0.31836,0.139953,12.96543,0.2211448,10.18074,0.01846268,0.3077104,5.480248,0,6.513587,64.31268,0.017357653,0.72185108,0.260791267
0.09205039,1.57337,0.3423481,114.5,0.46491,0.245409,12.34877,3.636955,8.462858,0.01346336,0.1948597,0,0.3800453,8.59416,66.36889,0.322372457,0.677627543,0
3.45189,1.153844,2.096445,81.8,0.62561,0.210046,28.38,1.018453,19.09094,0.03451864,1.043692,12.03502,0.02811761,4.995307,33.37395,0.039844249,0.674692618,0.285463134
0.1610882,1.201848,0.4528839,121.5714,0.96826,0.247874,14.74991,4.866948,9.486841,0,0,0,0.01501406,6.673988,64.2073,0.362209128,0.637790872,0
46.37038,1.089384,7.683788,85.01588,1.03485,0.193369,32.59759,3.010785,17.99654,0,2.68952,17.5332,0.05255144,7.073238,19.04657,0.100701748,0.543751257,0.355546995
0.1380756,1.80278,0.419289,115,0.9526,0.185722,13.73303,4.135284,8.977674,0.3611221,0.3731409,0,0.1144806,5.54511,66.76016,0.337705773,0.662294227,0
0.5062771,2.135971,0.8028774,107.6364,1.05739,0.174189,14.7518,4.834474,9.242251,0.0488686,0.8379354,0,0.5175068,3.76405,66.00311,0.366708585,0.633291415,0
0.4832645,1.889923,0.7844179,95.95238,1.18368,0.251488,11.86366,0.9120302,9.147831,0.1311766,0.8334609,4.541235,0.835003,7.877648,63.85795,0.076455016,0.69273781,0.230807174
0.8284535,1.08796,1.027044,84.30556,1.18063,0.246642,25.98866,1.704029,18.98232,0.4441171,0.4992391,11.57061,0,9.617827,31.1932,0.065877218,0.662920659,0.271202123
0.2531386,1.861291,0.5677201,118.1818,1.21817,0.215585,10.54967,0.6442369,5.86862,0.2057444,0.6510393,1.734966,0.9685848,6.467254,72.90989,0.09206649,0.75761048,0.15032303
0.2991638,1.25,0.6171767,100.7692,1.52728,0.249567,14.80037,4.388652,9.60292,0.2196576,0.4356502,0.4422222,0,9.858392,60.25214,0.329193609,0.650695128,0.020111263
0.8054409,1.263764,1.012679,85.22857,1.41021,0.211683,23.8782,2.031792,18.15777,0.4756832,2.633277,4.981797,0.09839866,8.676535,39.06655,0.094700442,0.764520729,0.140778829
0.2761512,1.118034,0.5929642,104.9167,1.44257,0.176394,14.34496,4.32019,9.849387,0.4221928,0.2710656,0.1883739,0,9.290716,61.31312,0.324051507,0.667381854,0.008566639
0.3682016,1.346252,0.6846961,106.5,1.47691,0.146559,18.47428,1.548252,14.87572,0.2692832,0.08466677,6.443699,0,6.273905,52.03019,0.081948864,0.711268011,0.206783125
0.09205039,1.414207,0.3423481,136,1.60673,0.235681,8.186304,2.116554,5.283578,0.3274647,1.408344,0,0.8075897,7.590301,74.27986,0.307216615,0.692783385,0
1.426781,1.094316,1.347826,83.3871,1.64025,0.232852,22.62112,0.5360609,13.96523,0,2.81394,9.306229,0,4.294962,46.46247,0.028523373,0.671257021,0.300219606
0.1841008,1.369854,0.4841533,116.25,1.69158,0.149569,13.54583,4.720636,9.439277,0.1486134,0.4219352,0,0.007601143,7.671646,64.04447,0.35633986,0.64366014,0
0.1610882,1.201848,0.4528839,121.2857,1.80371,0.208099,17.49132,0.7614223,13.53625,0.2718505,0.5266145,8.589472,0.02943698,8.565692,50.22795,0.04184323,0.671973235,0.286183535
0.1610882,1.201853,0.4528839,126.5714,1.83126,0.190421,9.78669,3.091756,6.376459,0.3255666,0,0.3004929,0.3351144,4.036841,75.74708,0.342232219,0.637601377,0.020166404
0.1380756,1.80278,0.419289,126.6667,1.97166,0.267375,7.817766,1.249573,4.145945,0.02345342,0.5036659,0,0,7.09104,79.16856,0.250175048,0.749824952,0
3.774066,1.129377,2.192097,81.29269,1.90344,0.178679,30.27106,1.550556,20.25692,0,0.7306777,14.08606,0,0.1225556,32.98218,0.054616737,0.644563485,0.300819778
0.1841008,1.369853,0.4841533,113.5,2.03136,0.190136,15.4995,4.418311,11.05655,0.188935,0.9520208,0.2123468,0,5.198794,62.47354,0.303978591,0.687163912,0.008857497
0.2761512,1.118034,0.5929642,107.4167,2.09822,0.178107,13.50278,3.555851,8.402581,0,0.3509677,0,0.2301393,9.785977,64.1717,0.319016648,0.680983352,0
2.646449,1.118034,1.835637,79.11304,2.41094,0.148364,27.70454,1.299646,21.29174,0.2388081,0.2084077,12.08148,0.1459969,9.071896,27.95749,0.046652025,0.690415563,0.262932412
0.2991638,1.344565,0.6171767,91.76923,2.58759,0.172724,20.44113,6.613904,14.18875,0.4101453,0.1318673,0.2609504,0,6.850817,51.10244,0.337625614,0.654298057,0.008076329
0.1610882,1.494517,0.4528839,135.4286,2.50893,0.144435,8.255636,2.787233,5.902373,0.3275087,0.2851979,0,0.1316252,3.919187,78.39124,0.343292651,0.656707349,0
0.2761512,1.118034,0.5929642,101.75,2.87317,0.201011,14.55657,4.169064,10.53776,0.4659694,0.3435521,0.2163148,0,8.079024,61.63174,0.301680818,0.688829014,0.009490169
0.1610882,2.236069,0.4528839,118.2857,2.93886,0.15015,12.53369,3.833555,8.282977,0,0.9018807,0.06637701,0,8.7353,65.64622,0.337574033,0.658882213,0.003543754
0.3682016,1.34132,0.6846961,80,0.03256,0.347409,17.94521,4.569017,13.52554,0,0,0,0.06576778,8.089302,55.80516,0.272171764,0.727828236,0
0.115063,1.802734,0.3827568,114.4,0.14131,0.341022,11.73565,3.611245,7.771152,0.006563608,1.083832,0.3756036,0.7025499,9.817387,64.89602,0.332557612,0.646471431,0.020970957
0.09205039,1.4142,0.3423481,128.5,0.00055,0.294408,14.29561,4.853887,9.957809,0.1445609,0.4376584,0.1262232,0,5.659653,64.5246,0.348554581,0.645950024,0.005495395
0.1380756,1.273158,0.419289,122.3333,0.43982,0.381407,12.8799,3.534007,9.325813,0.0201558,0.4733058,0,0.1989601,7.204343,66.36351,0.295524074,0.704475926,0
0.1610882,1.201846,0.4528839,114.4286,0.4825,0.347604,12.96065,4.42134,8.117534,0.1673815,0.4505668,0,0,0,73.88253,0.376147253,0.623852747,0
0.230126,1.483379,0.5412998,96.5,0.72859,0.407864,11.45984,1.56751,8.193235,0.04853006,0.9656093,2.108694,0,8.146506,67.51007,0.152967973,0.722270032,0.124761996
0.09205039,1.802773,0.3423481,105.75,0.69967,0.375181,14.02667,4.08427,9.189363,0.1198398,0.1703161,0.002982398,0.7964083,8.320865,63.28928,0.329715636,0.670138392,0.000145972
0.1610882,1.575325,0.4528839,117.5714,0.65478,0.330107,11.28522,3.591661,7.796764,0.1303304,0.9840601,0.1659674,0,4.392601,71.6534,0.334560563,0.656066391,0.009373046
0.1610882,1.201864,0.4528839,89.85714,0.65037,0.274901,18.86263,5.948897,12.80289,0.1304659,0.3918663,0,0.001138857,8.379965,53.48215,0.339658782,0.660341218,0
3.336827,1.132373,2.061208,75.88966,0.91677,0.32873,32.49324,1.514111,23.38972,0.08448556,0,12.71327,0,2.667844,27.13733,0.049886675,0.696154868,0.253958457
0.7594157,1.374359,0.9833199,111.1515,0.98194,0.361912,14.26789,3.870951,10.56316,0.1626467,0,2.361997,0.06501379,5.910963,62.79738,0.26075464,0.642779804,0.096465556
0.09205039,1.573353,0.3423481,125,1.01559,0.352711,9.741205,3.613418,7.136608,0.000106662,0.1777665,0,0.4254268,9.63385,69.27162,0.359178028,0.640821972,0
1.127617,1.524674,1.198218,84.06123,1.06494,0.314944,21.24746,1.026031,14.09263,0.207075,2.09454,9.469845,0,8.850468,43.01195,0.052622382,0.652914128,0.294463489
0.2991638,1.249992,0.6171767,91.92308,0.98919,0.299087,22.60095,7.127363,14.8575,0,0.2732131,0.1093189,0.01218751,2.370645,52.64882,0.345735055,0.651049891,0.003215055
27.08583,1.052531,5.872541,79.17162,1.17582,0.364073,38.2454,1.930802,22.51314,0,0.6142539,21.84533,0.3640176,7.35854,7.128514,0.054369645,0.572675789,0.372954566
1.081592,1.146085,1.17351,87.21277,1.16141,0.312537,25.08541,1.222791,16.62101,0.3819565,0.9945326,16.56858,0,7.635442,31.49028,0.04652468,0.57127151,0.38220381
0.2071134,1.483348,0.5135221,105.6667,1.20733,0.295715,14.88668,5.48619,9.843814,0,0.480411,0,0,9.096599,60.20631,0.381553579,0.618446421,0
0.09205039,1.414215,0.3423481,123,1.18178,0.276069,15.21568,4.571284,10.09288,0.2787913,0.1484626,0.01305406,0.02987221,6.181731,63.46825,0.333754205,0.665667948,0.000577847
0.115063,1.116665,0.3827568,99.6,1.37222,0.396566,16.92043,4.844439,11.71492,0.04441992,0.3406419,0.09462665,0,5.251346,60.78917,0.312858666,0.683436262,0.003705073
1.24268,1.179243,1.257867,77.7037,1.30236,0.370072,25.53415,2.360962,18.2773,0.06303382,0.558641,3.14969,0.6200398,7.808386,41.6278,0.113609927,0.79449893,0.091891143
0.2761512,1.118033,0.5929642,101.8333,1.32886,0.354217,11.88694,4.275154,8.209278,0.4133892,0.3825435,0,0,6.593525,68.23917,0.365680002,0.634319998,0
0.4832645,1.166189,0.7844179,88.80952,1.29465,0.327922,25.02143,2.861741,17.54625,0,1.077572,6.853476,0,3.324576,43.31495,0.125145846,0.693145518,0.181708637
1.564857,1.156863,1.411537,79.98529,1.2787,0.321901,23.9696,2.466169,17.54396,0,1.341785,6.093569,0,6.506954,42.07796,0.112053339,0.720084712,0.167861949
4.487456,1.096251,2.390315,77.84615,1.2516,0.288303,33.85588,1.495995,22.92878,0,0.8771297,16.35149,0,8.590541,15.90018,0.046571833,0.644804603,0.308623564
3.981179,1.182352,2.251443,81.04624,1.46019,0.341088,37.06107,1.658068,22.32642,0.1602531,0.5617476,20.74083,0.7823311,6.270724,10.43856,0.048197622,0.586268223,0.365534155
0.1610882,1.201847,0.4528839,115.7143,1.51064,0.319095,15.20433,4.919131,9.727092,0,0.6994261,0.003998574,0.002059426,6.769573,62.67439,0.358838485,0.64098467,0.000176846
0.2991638,1.943604,0.6171767,134.4615,1.49446,0.284858,10.34734,2.912539,5.936601,0.02065976,0.1759443,0,0.2100043,8.053604,72.3433,0.351953908,0.648046092,0
0.2991638,1.25,0.6171767,93.15385,1.75797,0.390274,19.28383,5.861564,12.67733,0,0,0,0,5.854043,56.32322,0.338553055,0.661446945,0
3.106701,1.10937,1.988863,78.82963,1.81556,0.317288,31.90614,1.25294,21.21386,0,0.7385839,12.52581,0.5950639,5.086193,26.68141,0.044730874,0.684149167,0.271119959
0.5523024,1.337674,0.838578,96.66666,1.86406,0.406346,25.32538,1.163258,17.9795,0.3230845,0,9.784191,0,4.966386,40.45819,0.049846093,0.695963849,0.254190058
0.230126,1.263023,0.5412998,111.9,1.9075,0.373754,20.49346,0.04832204,13.94214,0.04345959,0.700151,10.65514,0.5780793,4.252713,49.28652,0.002529556,0.659299117,0.338171327
0.4372393,1.695522,0.7461303,95.73684,1.91337,0.356746,13.2456,1.481924,10.9138,0.1970704,0.06284077,3.94044,0,7.756849,62.40148,0.107934088,0.718063217,0.174002695
1.15063,1.390717,1.210383,76.32,2.1928,0.355015,23.8329,3.466349,17.91676,0.2574171,1.178552,3.920646,0,7.319572,42.10781,0.157358069,0.734734109,0.107907821
1.449794,1.346268,1.358652,88.19048,2.42217,0.357678,20.44089,0.1764563,13.46567,0.05096194,0.8754584,9.47864,0.006797768,7.133156,48.37197,0.009755762,0.672521248,0.317722989
0.2531386,1.691323,0.5677201,107.3636,2.67197,0.391834,7.488126,0,4.050297,0,2.271122,5.203578,0.1022365,8.905008,71.97963,0,0.536981073,0.463018927
0.2071134,1.485832,0.5135221,113.3333,2.68206,0.314438,15.79561,5.305395,11.59005,0.1408252,0.2573332,0.06161955,0,8.307425,58.54173,0.335517433,0.662119944,0.002362623
0.2761512,1.794988,0.5929642,102.4167,2.90587,0.384168,12.34236,1.964574,10.39999,0.3294933,0,0,0.1507195,9.64905,65.16382,0.172947588,0.827052412,0
0.8744787,1.151672,1.055188,87.86842,2.91647,0.376249,21.80013,1.970495,16.55177,0.1859416,0.5741715,5.739583,0,9.125304,44.0526,0.09658199,0.732857017,0.170560993
0.2991638,1.25,0.6171767,112.1538,2.86295,0.33484,12.98066,3.889398,8.583751,0,0.4714032,0,0,7.273891,66.8009,0.334040487,0.665959513,0
1.127617,1.148607,1.198218,85.79592,2.79941,0.291337,21.45134,1.17923,16.45937,0.2074251,0.436148,7.002796,0.3830714,3.969248,48.91138,0.05810893,0.732675312,0.209215758
0.09205039,1.414215,0.3423481,122,0.23616,0.5091301,9.427797,3.513644,6.150623,0.1912883,0.5869825,0.000113019,0.535776,9.486778,70.10699,0.387398183,0.612594262,7.55E-06
0.115063,1.789464,0.3827568,132.8,0.27826,0.431032,14.4666,4.494094,9.755799,0.09205695,1.013327,0.3299206,0.7267146,2.135339,66.98615,0.332723821,0.652467043,0.014809137
0.2991638,1.25,0.6171767,104.5385,0.42789,0.449403,14.33939,3.882649,9.291252,0.1379176,0.5545447,0,0,8.223157,63.57108,0.316283213,0.683716787,0
0.8744787,1.151747,1.055188,86.36842,0.47059,0.5272517,22.56292,1.487113,17.33627,0,0.6467009,7.457172,0.002504961,9.307414,41.19991,0.068628759,0.722722921,0.208648321
0.1380756,1.802765,0.419289,102.6667,0.87307,0.5315297,15.52794,4.496407,10.0064,0.09130257,0.01743747,0,0.2994148,1.565897,67.99519,0.332190064,0.667809936,0
1.77197,1.125834,1.502046,82.61039,0.85983,0.467248,25.97353,1.009739,18.64128,0.06479789,1.429011,11.20301,0,6.186646,35.49199,0.040977167,0.683380398,0.275642435
1.495819,1.143941,1.380049,80.26154,0.78793,0.417701,24.38241,0.6581831,16.74597,0.1677039,1.489339,9.89472,0,6.618349,40.04332,0.03021319,0.694407108,0.275379702
1.887033,1.118034,1.550047,65.7317,1.16148,0.5428177,20.53093,1.293934,11.7199,0.4875946,0.2236489,8.531178,0,0,57.21282,0.07587542,0.620821691,0.303302889
0.09205039,1.414215,0.3423481,115.5,1.2159,0.5271843,12.33995,3.901528,8.352103,0.09348148,0.07793559,0.06935385,0.003207252,7.420805,67.74163,0.339605482,0.656734451,0.003660068
0.4372393,1.174329,0.7461303,99.36842,1.52371,0.5332576,13.58138,1.256006,9.312222,0.3555194,0.446587,1.671287,0,7.26944,66.10756,0.117587679,0.7875487,0.094863621
0.1610882,1.201848,0.4528839,107.1429,1.74592,0.46889,14.51897,4.099147,9.486837,0.2137024,0.112028,0,0.1174263,8.468868,62.98302,0.323556228,0.676443772,0
0.1380756,1.789522,0.419289,122.6667,1.7359,0.466189,11.497,4.291352,7.905927,0,0.8395955,0,0,8.09919,67.36694,0.375343343,0.624656657,0
0.9895417,1.359698,1.122463,84.60465,1.7588,0.465515,16.80648,0.504267,11.74266,0,0.5003214,7.252558,0.6131345,9.568818,53.01176,0.032514301,0.683965739,0.28351996
0.1380756,1.494475,0.419289,116.8333,2.00672,0.5309273,13.90084,4.192184,9.647902,0.1288994,0,0.1242905,0,9.968756,62.03712,0.322899665,0.671296117,0.005804219
0.09205039,1.581131,0.3423481,113.5,1.86043,0.5134568,11.69571,3.524211,6.047616,0,0.2819037,0.02430346,0,6.936023,71.49024,0.391490526,0.606872635,0.001636839
2.646449,1.086522,1.835637,79.79131,2.13242,0.5102299,28.09521,1.855131,21.15033,0,0.6220846,12.19926,0,6.857273,29.2207,0.06541953,0.67375807,0.2608224
0.5062771,1.280566,0.8028774,95.18182,2.04501,0.449807,21.19003,0.1239652,14.79288,0.2692265,1.179478,10.71892,0,7.149266,44.57623,0.006202665,0.668629089,0.325168246
0.8974913,1.897363,1.068982,81,2.1666,0.423964,35.34439,0.4835639,24.67072,0.1773658,0.5835451,15.75491,0,6.14957,16.83594,0.014960941,0.689510454,0.295528605
0.1841008,1.369867,0.4841533,113.25,2.24946,0.5368885,15.67462,4.708614,9.833477,0.07284436,1.090755,0,0.191873,1.992629,66.43519,0.346434486,0.653565514,0
1.748957,1.20185,1.492261,84.44736,2.16933,0.422742,24.64927,0.2177873,18.22568,0,1.078708,12.60922,0,9.644632,33.5747,0.008952608,0.676791246,0.314256147
0.1610882,1.201848,0.4528839,110.2857,2.3476,0.482898,11.44377,4.326229,8.322724,0.05480439,0,0.4514101,0,4.499391,70.90167,0.357002301,0.620413154,0.022584545
0.2531386,1.412122,0.5677201,97.18182,2.40747,0.466035,19.59349,6.417653,13.41962,0.06072964,0.3138757,0,0.04323554,5.956354,54.19504,0.346147817,0.653852183,0
0.09205039,1.414209,0.3423481,125.5,2.44709,0.421015,10.55635,2.954142,6.54944,0.3388689,0.1397811,0.2454857,0,4.934357,74.28157,0.327532513,0.655965821,0.016501667
0.1610882,1.201846,0.4528839,93.57143,2.71153,0.43025,17.47092,5.602783,12.04192,0.2667037,0.673489,0.1690229,0,8.059731,55.71542,0.337857421,0.655963073,0.006179506
0.09205039,1.4142,0.3423481,113.5,2.6892,0.420303,11.99139,3.637888,7.663716,0.1740545,1.062474,0.03053932,0.4512732,6.884053,68.10461,0.343865615,0.654384226,0.001750158
0.115063,1.116659,0.3827568,121.6,2.65625,0.410388,14.70481,4.655777,10.7632,0.3136661,0.5807617,0,0,8.823148,60.15864,0.323797524,0.676202476,0
0.6443527,1.118037,0.9057679,78.17857,2.93508,0.5163653,22.90375,2.364687,18.14297,0.3040258,0.7547342,6.446526,0,9.412842,39.67046,0.104343566,0.723193286,0.172463148
1.012554,1.217144,1.13544,80.88636,0.17851,0.6625169,28.94265,0.4493724,20.51299,0.08797533,0.04439894,11.3004,0.06408067,7.462565,31.13556,0.017396642,0.717368001,0.265235356
0.5523024,1.889944,0.838578,93.95834,0.15983,0.6031053,18.43885,1.917321,10.8705,0.1161425,0,3.683301,0,5.110706,59.86317,0.137242849,0.702907877,0.159849274
1.173643,1.118024,1.222427,80.52941,0.32883,0.6038221,26.61593,1.441644,18.58991,0.1470889,0.5326902,10.04532,0,3.628733,38.99868,0.05926567,0.690361322,0.250373008
1.472806,1.159987,1.369392,76.46875,0.39034,0.5787624,32.27298,1.808651,23.07385,0.4441624,1.129708,11.17433,0.06422108,0,30.0321,0.06146194,0.708313555,0.230224505
0.1610882,1.201848,0.4528839,98.42857,0.66144,0.6343978,14.49472,4.306456,11.31755,0.3499378,0.7147177,0.01077585,0.01193684,6.803439,61.99046,0.296248179,0.703302387,0.000449434
2.945612,1.19313,1.936613,81.17969,0.64968,0.5549414,31.68032,0.8159725,21.0782,0.1372267,0.7986675,16.22853,0.1215318,6.287935,22.85161,0.027477496,0.641193558,0.331328946
1.633894,1.053888,1.442338,81.94366,0.80531,0.6515721,26.30171,1.995348,19.99908,0,0.972376,7.639349,0.2645458,7.555508,35.27208,0.080805983,0.731625573,0.187568445
2.048121,1.166957,1.614853,74.42696,0.82237,0.575065,29.52531,0.905426,21.36622,0.1733587,0.4051164,10.569,0.4899699,8.193944,28.37165,0.034020204,0.725213101,0.240766695
0.1610882,1.201848,0.4528839,101,0.90611,0.5745154,14.57855,4.095029,9.124392,0.116988,0.2447147,0,0,6.224837,65.61549,0.331916988,0.668083012,0
1.449794,1.111111,1.358652,81.46032,0.97496,0.668974,25.14453,1.453957,16.99711,0.3177641,1.074812,14.16774,0.01728512,3.217163,37.60965,0.05724703,0.604547568,0.338205401
0.09205039,1.414215,0.3423481,113,1.0127,0.659761,18.70778,4.785304,12.22851,0.1725667,0.5072254,0,0,0,63.59861,0.302257542,0.697742458,0
0.2761512,1.118034,0.5929642,103.0833,1.1825,0.6738251,12.33726,4.280748,7.849075,0,0,0.1739811,0,9.506518,65.85242,0.372996012,0.617812937,0.009191051
0.1380756,1.802765,0.419289,104.3333,1.24089,0.6166141,13.33877,4.60388,9.479714,0.2879903,0.8425921,0,0,9.938004,61.50905,0.349643915,0.650356085,0
0.1380756,1.789501,0.419289,109.1667,1.46737,0.6675263,14.32987,4.665805,9.978867,0.3625785,0.4366103,0,0.7630479,4.485404,64.97781,0.341063333,0.658936667,0
